382353,,0.851
,,0.851
01:Graph01,,0.850
um,,0.850
,,0.850
,,0.850
,,0.850
,,0.850
,,0.850
,,0.850
,,0.851
,,0.850
,,0.850
,,0.850
,,0.850
,,0.851
,,0.851
,,0.851
,,0.850
,,0.850
,,0.850
,,0.850
,,0.850
,,0.850
,,0.850
,,0.850
,,0.850
,,0.850
,,0.849
,,0.849
,,0.849
,,0.849
,,0.849
,,0.849
,,0.848
,,0.848
,,0.848
,,0.848
,,0.848
,,0.848
,,0.848
,,0.848
,,0.849
,,0.849
,,0.849
,,0.849
,,0.850
,,0.850
,,0.850
,,0.850
,,0.850
,,0.850
,,0.850
,,0.850
,,0.851
,,0.851
,,0.851
,,0.851
,,0.851
,,0.851
,,0.852
,,0.852
,,0.852
,,0.852
,,0.852
,,0.852
,,0.852
,,0.852
,,0.852
,,0.852
,,0.852
,,0.852
,,0.853
,,0.853
,,0.852
,,0.853
,,0.853
,,0.853
,,0.853
,,0.854
,,0.854
,,0.854
,,0.854
,,0.855
,,0.855
,,0.855
,,0.855
,,0.856
,,0.856
,,0.857
,,0.857
,,0.857
,,0.858
,,0.858
,,0.859
,,0.859
,,0.859
,,0.859
,,0.860
,,0.860
,,0.860
,,0.860
,,0.860
,,0.860
,,0.861
,,0.861
,,0.861
,,0.861
,,0.861
,,0.861
,,0.861
,,0.861
,,0.861
,,0.861
,,0.861
,,0.861
,,0.861
,,0.862
,,0.862
,,0.862
,,0.862
,,0.863
,,0.863
,,0.863
,,0.863
,,0.864
,,0.864
,,0.864
,,0.864
,,0.865
,,0.865
,,0.865
,,0.866
,,0.866
,,0.867
,,0.867
,,0.867
,,0.867
,,0.867
,,0.867
,,0.868
,,0.868
,,0.868
,,0.868
,,0.868
,,0.869
,,0.869
,,0.869
,,0.869
,,0.869
,,0.869
,,0.869
,,0.869
,,0.869
,,0.869
,,0.869
,,0.869
,,0.870
,,0.870
,,0.870
,,0.870
,,0.870
,,0.871
,,0.871
,,0.871
,,0.871
,,0.872
,,0.872
,,0.872
,,0.873
,,0.873
,,0.873
,,0.873
,,0.874
,,0.874
,,0.874
,,0.874
,,0.875
,,0.875
,,0.875
,,0.876
,,0.876
,,0.876
,,0.876
,,0.876
,,0.876
,,0.876
,,0.876
,,0.876
,,0.877
,,0.877
,,0.876
,,0.877
,,0.877
,,0.877
,,0.877
,,0.877
,,0.877
,,0.878
,,0.878
,,0.878
,,0.878
,,0.879
,,0.879
,,0.879
,,0.879
,,0.880
,,0.880
,,0.880
,,0.880
,,0.881
,,0.881
,,0.882
,,0.882
,,0.882
,,0.882
,,0.882
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.884
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.883
,,0.884
,,0.884
,,0.884
,,0.885
,,0.885
,,0.885
,,0.885
,,0.885
,,0.886
,,0.886
,,0.886
,,0.886
,,0.886
,,0.887
,,0.887
,,0.887
,,0.887
,,0.888
,,0.888
,,0.888
,,0.888
,,0.888
,,0.888
,,0.888
,,0.888
,,0.888
,,0.888
,,0.888
,,0.888
,,0.888
,,0.889
,,0.889
,,0.889
,,0.889
,,0.889
,,0.889
,,0.889
,,0.889
,,0.889
,,0.889
,,0.890
,,0.890
,,0.890
,,0.890
,,0.891
,,0.891
,,0.891
,,0.891
,,0.892
,,0.892
,,0.892
,,0.892
,,0.892
,,0.893
,,0.893
,,0.893
,,0.894
,,0.894
,,0.894
,,0.894
,,0.894
,,0.894
,,0.894
,,0.894
,,0.894
,,0.894
,,0.894
,,0.894
,,0.894
,,0.894
,,0.894
,,0.894
,,0.895
,,0.894
,,0.894
,,0.894
,,0.894
,,0.895
,,0.895
,,0.895
,,0.895
,,0.895
,,0.895
,,0.895
,,0.896
,,0.896
,,0.896
,,0.897
,,0.897
,,0.897
,,0.897
,,0.898
,,0.898
,,0.898
,,0.899
,,0.899
,,0.899
,,0.899
,,0.899
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.900
,,0.901
,,0.901
,,0.901
,,0.901
,,0.901
,,0.901
,,0.901
,,0.902
,,0.902
,,0.903
,,0.903
,,0.903
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.905
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.904
,,0.905
,,0.905
,,0.905
,,0.905
,,0.905
,,0.905
,,0.906
,,0.906
,,0.907
,,0.907
,,0.907
,,0.908
,,0.908
,,0.908
,,0.908
,,0.909
,,0.909
,,0.909
,,0.909
,,0.909
,,0.909
,,0.909
,,0.909
,,0.909
,,0.909
,,0.910
,,0.910
,,0.910
,,0.910
,,0.910
,,0.910
,,0.910
,,0.910
,,0.910
,,0.910
,,0.910
,,0.910
,,0.910
,,0.910
,,0.910
,,0.911
,,0.911
,,0.911
,,0.911
,,0.912
,,0.912
,,0.912
,,0.912
,,0.912
,,0.913
,,0.913
,,0.913
,,0.913
,,0.913
,,0.913
,,0.913
,,0.914
,,0.914
,,0.914
,,0.914
,,0.914
,,0.914
,,0.914
,,0.914
,,0.914
,,0.915
,,0.914
,,0.915
,,0.915
,,0.914
,,0.914
,,0.914
,,0.914
,,0.914
,,0.914
,,0.914
,,0.914
,,0.914
,,0.914
,,0.914
,,0.915
,,0.915
,,0.915
,,0.915
,,0.915
,,0.915
,,0.916
,,0.916
,,0.916
,,0.916
,,0.917
,,0.917
,,0.917
,,0.917
,,0.918
,,0.918
,,0.918
,,0.918
,,0.918
,,0.918
,,0.919
,,0.918
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.919
,,0.920
,,0.920
,,0.920
,,0.920
,,0.920
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.922
,,0.922
,,0.922
,,0.922
,,0.922
,,0.922
,,0.922
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.921
,,0.920
,,0.920
,,0.920
,,0.920
,,0.919
,,0.919
